sample_n,time_s,trial_n,baseline,target_temp,raw_temperature,smoothed_temperature,phase,transitioned,event,system_state,test_state,test_time_ms
68,13.40537,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,13346
69,13.605345,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,13607
70,13.804119,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,13775
71,14.003382,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,14006
72,14.205345,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,14187
73,14.405349,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,14384
74,14.604063,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,14579
75,14.805354,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,14763
76,15.005346,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,14962
77,15.205358,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,15195
78,15.401243,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,15391
79,15.604627,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,15585
80,15.805352,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,15768
81,16.005357,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,15986
82,16.205354,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,16165
83,16.405357,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,16399
84,16.605357,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,16597
85,16.805349,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,16799
86,17.00537,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,16974
87,17.205349,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,17157
88,17.405367,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,17353
89,17.605356,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,17601
90,17.805349,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,17782
91,18.005355,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,17964
92,18.205359,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,18162
93,18.401045,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,18360
94,18.605381,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,18556
95,18.805352,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,18787
96,19.005348,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,18969
97,19.205347,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,19201
98,19.405343,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,19381
99,19.605364,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,19562
100,19.805342,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,19793
101,20.005354,1,30.0,46.0,35.0,35.0,baseline,0,,2,1,19974
102,20.204683,1,30.0,46.0,35.9,35.18,baseline,0,,2,1,20204
103,20.405358,1,30.0,46.0,36.78,35.536,baseline,0,,2,1,20401
104,20.605355,1,30.0,46.0,37.59,36.054,ramp_up,1,ramp_up,2,1,20580
105,20.800985,1,30.0,46.0,38.48,36.75,ramp_up,0,,2,1,20778
106,21.005347,1,30.0,46.0,39.37,37.624,ramp_up,0,,2,1,20975
107,21.205381,1,30.0,46.0,40.11,38.466,ramp_up,0,,2,1,21156
108,21.402057,1,30.0,46.0,41.3,39.37,ramp_up,0,,2,1,21405
109,21.600444,1,30.0,46.0,42.19,40.29,ramp_up,0,,2,1,21603
110,21.805357,1,30.0,46.0,42.93,41.18,ramp_up,0,,2,1,21768
111,22.005342,1,30.0,46.0,43.82,42.07,ramp_up,0,,2,1,21964
112,22.20538,1,30.0,46.0,44.91,43.03,ramp_up,0,,2,1,22208
113,22.405358,1,30.0,46.0,45.73,43.916,ramp_up,0,,2,1,22390
114,22.601928,1,30.0,46.0,46.0,44.678,ramp_up,0,,2,1,22573
115,22.800935,1,30.0,46.0,46.0,45.292,ramp_up,0,,2,1,22769
116,23.005348,1,30.0,46.0,46.0,45.728,ramp_up,0,,2,1,22965
117,23.205368,1,30.0,46.0,46.0,45.946,ramp_up,0,,2,1,23147
118,23.405358,1,30.0,46.0,46.0,46.0,hold,1,hold,2,1,23409
119,23.605363,1,30.0,46.0,46.0,46.0,hold,0,,2,1,23604
120,23.804657,1,30.0,46.0,46.0,46.0,hold,0,,2,1,23800
121,24.005359,1,30.0,46.0,46.0,46.0,hold,0,,2,1,23996
122,24.205352,1,30.0,46.0,46.0,46.0,hold,0,,2,1,24178
123,24.405361,1,30.0,46.0,46.0,46.0,hold,0,,2,1,24375
124,24.605364,1,30.0,46.0,46.0,46.0,hold,0,,2,1,24570
125,24.805354,1,30.0,46.0,46.0,46.0,hold,0,,2,1,24768
126,25.004388,1,30.0,46.0,46.0,46.0,hold,0,,2,1,24948
127,25.205363,1,30.0,46.0,46.0,46.0,hold,0,,2,1,25208
128,25.405349,1,30.0,46.0,46.0,46.0,hold,0,,2,1,25390
129,25.605343,1,30.0,46.0,46.0,46.0,hold,0,,2,1,25570
130,25.805361,1,30.0,46.0,46.0,46.0,hold,0,,2,1,25801
131,26.005357,1,30.0,46.0,46.0,46.0,hold,0,,2,1,25998
132,26.205217,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26193
133,26.400519,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26392
134,26.605365,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26567
135,26.805355,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26765
136,27.005355,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26963
137,27.205366,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27158
138,27.405346,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27384
139,27.605345,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27566
140,27.805352,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27747
141,28.005357,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27979
142,28.205356,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28160
143,28.405363,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28395
144,28.605365,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28560
145,28.805377,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28790
146,29.00536,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28956
147,29.205354,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29200
148,29.405374,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29383
149,29.601663,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29564
150,29.805354,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29761
151,30.002875,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29964
152,30.205346,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30191
153,30.405358,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30394
154,30.600788,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30574
155,30.805361,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30768
156,31.005356,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30950
157,31.205361,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31194
158,31.405364,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31375
159,31.605363,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31556
160,31.805342,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31789
161,32.005359,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32005
162,32.205361,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32201
163,32.405351,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32380
164,32.605346,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32575
165,32.805343,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32807
166,33.004169,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32974
167,33.20376,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33157
168,33.405355,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33353
169,33.605356,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33569
170,33.80535,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33764
171,34.002261,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33998
172,34.20231,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34180
173,34.405358,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34376
174,34.601026,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34555
175,34.802672,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34751
176,35.005174,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34997
177,35.205362,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35176
178,35.405364,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35357
179,35.605357,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35602
180,35.803474,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35797
181,36.005369,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35992
182,36.20089,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36187
183,36.405353,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36383
184,36.605351,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36581
185,36.805355,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36778
186,37.004021,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36957
187,37.201147,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37155
188,37.405347,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37399
189,37.605368,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37601
190,37.80535,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37780
191,38.005361,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37961
192,38.205359,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38194
193,38.402819,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38389
194,38.602241,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38588
195,38.805347,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38768
196,39.005359,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38966
197,39.205356,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39161
198,39.403733,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39358
199,39.601322,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39552
200,39.805347,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39782
201,40.005348,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39979
202,40.205352,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40161
203,40.405365,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40358
204,40.602221,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40605
205,40.805348,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40800
206,41.005349,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40980
207,41.205365,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41157
208,41.401409,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41354
209,41.60536,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41600
210,41.805353,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41795
211,42.005363,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41974
212,42.200816,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42170
213,42.405354,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42366
214,42.605358,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42564
215,42.805348,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42809
216,43.005352,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42989
217,43.205368,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43192
218,43.405348,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43364
219,43.605349,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43563
220,43.805343,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43807
221,44.005362,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44004
222,44.20536,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44197
223,44.405359,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44375
224,44.605349,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44570
225,44.805344,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44803
226,45.005366,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44948
227,45.205345,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45195
228,45.402351,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45389
229,45.605352,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45587
230,45.805346,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45770
231,46.005348,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45968
232,46.205344,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46165
233,46.40535,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46360
234,46.605354,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46606
235,46.805357,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46787
236,47.005341,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47002
237,47.205372,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47198
238,47.40536,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47395
239,47.605351,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47591
240,47.805351,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47772
241,48.005353,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47954
242,48.201323,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48200
243,48.40535,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48397
244,48.605358,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48576
245,48.804939,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48808
246,49.005372,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48975
247,49.202398,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49170
248,49.405347,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49367
249,49.605347,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49596
250,49.805373,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49779
251,50.005344,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49975
252,50.202421,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50174
253,50.405351,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50368
254,50.604945,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50564
255,50.805365,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50760
256,51.005342,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51009
257,51.20529,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51207
258,51.403924,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51374
259,51.60536,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51575
260,51.805343,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51820
261,52.00535,1,30.0,46.0,46.0,46.0,hold,0,,2,1,52001
262,52.205367,1,30.0,46.0,46.0,46.0,hold,0,,2,1,52195
263,52.405379,1,30.0,46.0,46.0,46.0,hold,0,,2,1,52375
264,52.602342,1,30.0,46.0,45.66,45.932,hold,0,,2,1,52572
265,52.801623,1,30.0,46.0,44.96,45.724,hold,0,,2,1,52804
266,53.005349,1,30.0,46.0,44.37,45.398,hold,0,,2,1,53002
267,53.205364,1,30.0,46.0,43.87,44.972,ramp_down,1,ramp_down,2,1,53168
268,53.405344,1,30.0,46.0,43.28,44.428,ramp_down,0,,2,1,53365
269,53.605354,1,30.0,46.0,42.54,43.804,ramp_down,0,,2,1,53609
270,53.805347,1,30.0,46.0,41.96,43.204,ramp_down,0,,2,1,53804
271,54.005365,1,30.0,46.0,41.41,42.612,ramp_down,0,,2,1,53987
272,54.205344,1,30.0,46.0,40.82,42.002,ramp_down,0,,2,1,54185
273,54.405353,1,30.0,46.0,40.27,41.4,ramp_down,0,,2,1,54367
274,54.603757,1,30.0,46.0,39.58,40.808,ramp_down,0,,2,1,54596
275,54.805351,1,30.0,46.0,39.04,40.224,ramp_down,0,,2,1,54777
276,55.005357,1,30.0,46.0,38.45,39.632,ramp_down,0,,2,1,54974
277,55.205351,1,30.0,46.0,37.86,39.04,ramp_down,0,,2,1,55171
278,55.405355,1,30.0,46.0,37.31,38.448,ramp_down,0,,2,1,55353
279,55.604476,1,30.0,46.0,36.57,37.846,ramp_down,0,,2,1,55600
280,55.805373,1,30.0,46.0,36.02,37.242,ramp_down,0,,2,1,55784
281,56.005345,1,30.0,46.0,35.43,36.638,ramp_down,0,,2,1,55980
282,56.205346,1,30.0,46.0,35.0,36.066,ramp_down,0,,2,1,56161
283,56.405264,1,30.0,46.0,35.0,35.604,ramp_down,0,,2,1,56359
284,56.601511,1,30.0,46.0,35.0,35.29,ramp_down,0,,2,1,56554
285,56.805347,1,30.0,46.0,35.0,35.086,ramp_down,0,,2,1,56800
286,57.005365,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,56983
287,57.205355,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57175
288,57.40346,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57406
289,57.605447,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57602
290,57.805355,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57796
291,58.005345,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57992
292,58.205351,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58190
293,58.405356,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58383
294,58.605359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58549
295,58.804618,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58809
296,59.003067,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58990
297,59.200897,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59187
298,59.405345,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59402
299,59.603898,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59597
300,59.805359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59763
301,60.00535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59960
302,60.205183,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60224
303,60.405366,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60354
304,60.605355,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60551
305,60.80536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60794
306,61.001758,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60988
307,61.202147,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61169
308,61.405347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61415
309,61.60536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61609
310,61.80535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61774
311,62.003129,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61972
312,62.202191,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62205
313,62.404228,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62385
314,62.605369,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62583
315,62.805342,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62781
316,63.00536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62979
317,63.205347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63177
318,63.405347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63409
319,63.605357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63590
320,63.800867,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63784
321,64.005348,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63965
322,64.205356,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64160
323,64.403324,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64357
324,64.605348,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64606
325,64.801476,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64771
326,65.005365,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64969
327,65.205346,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65166
328,65.405365,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65409
329,65.605389,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65606
330,65.803231,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65785
331,66.005355,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65980
332,66.202284,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66176
333,66.402123,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66371
334,66.605348,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66620
335,66.804461,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66785
336,67.00535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66980
337,67.205366,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67174
338,67.40536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67371
339,67.600463,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67567
340,67.805357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67748
341,68.003857,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67991
342,68.205351,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68172
343,68.405366,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68402
344,68.605357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68582
345,68.805345,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68799
346,69.005349,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68997
347,69.205359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69178
348,69.40536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69375
349,69.605346,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69555
350,69.80535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69786
351,70.005353,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69980
352,70.205346,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70195
353,70.405171,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70392
354,70.605353,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70572
