sample_n,time_s,trial_n,baseline,target_temp,raw_temperature,smoothed_temperature,phase,transitioned,event,system_state,test_state,test_time_ms
355,70.805371,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70764
356,71.005357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70959
357,71.205377,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71206
358,71.405357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71401
359,71.60536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71598
360,71.805344,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71792
361,72.005353,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71974
362,72.205356,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72165
363,72.405364,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72346
364,72.605349,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72592
365,72.805362,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72789
366,73.002573,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72972
367,73.205347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73169
368,73.405359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73365
369,73.605362,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73561
370,73.80483,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73757
371,74.005354,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73952
372,74.205362,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74212
373,74.405355,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74396
374,74.605354,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74592
375,74.805359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74773
376,75.002347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74957
377,75.205351,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75218
378,75.405347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75417
379,75.605361,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75592
380,75.805341,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75772
381,76.005357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75968
382,76.205348,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76149
383,76.405361,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76381
384,76.605358,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76578
385,76.805359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76808
386,77.005358,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76973
387,77.205361,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77168
388,77.405356,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77362
389,77.605343,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77609
390,77.805349,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77787
391,78.005218,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77967
392,78.205359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78149
393,78.405355,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78409
394,78.605,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78574
395,78.804238,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78807
396,79.005369,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78988
397,79.205354,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79184
398,79.405347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79365
399,79.605343,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79600
400,79.805367,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79775
401,80.005349,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79971
402,80.205348,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80170
403,80.405357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80365
404,80.605351,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80614
405,80.805307,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80808
406,81.003146,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80990
407,81.205359,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81171
408,81.405357,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81401
409,81.605347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81595
410,81.805345,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81791
411,82.005344,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81956
412,82.205347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82151
413,82.40535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82395
414,82.605342,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82574
415,82.802529,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82771
416,83.005352,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82952
417,83.205356,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83197
418,83.405361,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83378
419,83.60535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83557
420,83.805344,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83754
421,84.005376,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83949
422,84.205354,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84146
423,84.405352,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84406
424,84.605369,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84573
425,84.805348,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84753
426,85.005371,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84946
427,85.205362,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85192
428,85.404437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85374
429,85.60535,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85571
430,85.801117,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85754
431,86.005381,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85950
432,86.205364,1,30.0,46.0,35.36,35.072,ramp_down,0,,2,1,86195
433,86.405363,1,30.0,46.0,36.25,35.322,ramp_down,0,,2,1,86392
434,86.602047,1,30.0,46.0,37.13,35.748,ramp_down,0,,2,1,86588
435,86.805227,1,30.0,46.0,37.88,36.324,ramp_down,0,,2,1,86754
436,87.005357,1,30.0,46.0,39.0,37.124,ramp_down,0,,2,1,87016
437,87.205348,1,30.0,46.0,39.93,38.038,ramp_down,0,,2,1,87209
438,87.405353,1,30.0,46.0,40.73,38.934,ramp_down,0,,2,1,87388
439,87.60463,1,30.0,46.0,41.59,39.826,ramp_down,0,,2,1,87580
440,87.805363,1,30.0,46.0,42.63,40.776,ramp_down,0,,2,1,87809
441,88.005346,1,30.0,46.0,43.45,41.666,ramp_down,0,,2,1,87992
442,88.205357,1,30.0,46.0,44.33,42.546,ramp_down,0,,2,1,88188
443,88.405354,1,30.0,46.0,45.14,43.428,ramp_down,0,,2,1,88367
444,88.60484,1,30.0,46.0,45.96,44.302,ramp_down,0,,2,1,88566
445,88.805356,1,30.0,46.0,47.07,45.19,ramp_down,0,,2,1,88797
446,89.005345,1,30.0,46.0,47.95,46.09,ramp_down,0,,2,1,88994
447,89.205345,1,30.0,46.0,48.0,46.824,ramp_down,0,,2,1,89172
448,89.405345,1,30.0,46.0,48.0,47.396,ramp_down,0,,2,1,89366
449,89.605361,1,30.0,46.0,48.0,47.804,ramp_down,0,,2,1,89562
450,89.805361,1,30.0,46.0,48.0,47.99,ramp_down,0,,2,1,89757
451,90.005353,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,89949
452,90.205359,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,90194
453,90.405343,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,90390
454,90.605367,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,90586
455,90.805355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,90785
456,91.005363,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,90965
457,91.205365,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,91159
458,91.404646,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,91405
459,91.605355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,91585
460,91.805348,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,91765
461,92.005363,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,91959
462,92.205361,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,92156
463,92.402499,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,92350
464,92.605349,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,92579
465,92.805352,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,92761
466,93.003034,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,92955
467,93.205361,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,93150
468,93.405345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,93406
469,93.605346,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,93600
470,93.801812,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,93799
471,94.005371,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,93978
472,94.205351,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,94162
473,94.405347,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,94356
474,94.605361,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,94618
475,94.805358,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,94794
476,95.003655,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,94990
477,95.205367,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,95170
478,95.405362,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,95366
479,95.605357,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,95631
480,95.805361,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,95759
481,96.000422,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,95954
482,96.205355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,96151
483,96.405346,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,96411
484,96.6037,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,96607
485,96.800643,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,96787
486,97.00532,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,96982
487,97.205415,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,97183
488,97.405344,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,97374
489,97.603111,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,97556
490,97.805344,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,97752
491,98.005358,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,97998
492,98.205345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,98193
493,98.401723,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,98388
494,98.605365,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,98569
495,98.805391,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,98802
496,99.005369,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,99000
497,99.205357,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,99182
498,99.405355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,99375
499,99.605359,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,99569
500,99.80085,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,99769
501,100.00535,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,99947
502,100.205363,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,100208
503,100.405354,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,100389
504,100.605343,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,100556
505,100.805368,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,100752
506,101.005361,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,100999
507,101.205359,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,101192
508,101.405367,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,101390
509,101.605345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,101573
510,101.802493,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,101805
511,102.005358,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,101986
512,102.205363,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,102183
513,102.405351,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,102395
514,102.605351,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,102576
515,102.805347,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,102806
516,103.002368,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,102988
517,103.205341,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,103186
518,103.405349,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,103368
519,103.605354,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,103596
520,103.804876,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,103775
521,104.005352,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,103973
522,104.205359,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,104170
523,104.405356,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,104367
524,104.605357,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,104563
525,104.805365,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,104760
526,105.002711,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,105006
527,105.20238,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,105172
528,105.405358,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,105369
529,105.605372,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,105601
530,105.80537,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,105797
531,106.005346,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,105995
532,106.205356,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,106193
533,106.405342,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,106376
534,106.604754,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,106571
535,106.805343,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,106761
536,107.001052,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,107001
537,107.201901,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,107196
538,107.403634,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,107373
539,107.604258,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,107602
540,107.805367,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,107782
541,108.00536,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,107964
542,108.20536,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,108210
543,108.403349,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,108389
544,108.605346,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,108585
545,108.805343,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,108767
546,109.005369,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,108964
547,109.205345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,109209
548,109.403158,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,109389
549,109.605344,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,109555
550,109.805358,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,109802
551,110.005351,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,109984
552,110.205373,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,110179
553,110.405365,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,110410
554,110.605357,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,110577
555,110.804736,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,110758
556,111.005355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,110957
557,111.205354,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,111155
558,111.405346,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,111352
559,111.602052,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,111601
560,111.805346,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,111799
561,112.005352,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,111963
562,112.205355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,112161
563,112.405317,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,112391
564,112.601883,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,112571
565,112.805365,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,112804
566,113.005348,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,113001
567,113.20539,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,113182
568,113.405345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,113362
569,113.605359,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,113594
570,113.805359,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,113789
571,114.000396,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,113970
572,114.200888,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,114204
573,114.405345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,114385
574,114.602914,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,114550
575,114.805349,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,114780
576,115.005367,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,114978
577,115.201908,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,115175
578,115.405355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,115357
579,115.602142,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,115605
580,115.805343,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,115770
581,116.005206,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,115951
582,116.202052,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,116181
583,116.405343,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,116361
584,116.605356,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,116560
585,116.805348,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,116760
586,117.00535,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,117006
587,117.205356,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,117189
588,117.405355,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,117367
589,117.605369,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,117548
590,117.805045,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,117780
591,118.005345,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,117978
592,118.20469,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,118177
593,118.405351,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,118356
594,118.605347,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,118585
595,118.805348,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,118766
596,119.005368,1,30.0,46.0,48.0,48.0,ramp_down,0,,2,1,118964
597,119.205365,1,30.0,46.0,47.59,47.918,ramp_down,0,,2,1,119160
598,119.405352,1,30.0,46.0,46.97,47.712,ramp_down,0,,2,1,119356
599,119.60158,1,30.0,46.0,46.33,47.378,ramp_down,0,,2,1,119570
600,119.801379,1,30.0,46.0,45.63,46.904,ramp_down,0,,2,1,119804
601,120.005351,1,30.0,46.0,45.08,46.32,ramp_down,0,,2,1,119988
602,120.205348,1,30.0,46.0,44.53,45.708,ramp_down,0,,2,1,120169
603,120.405347,1,30.0,46.0,43.95,45.104,ramp_down,0,,2,1,120364
604,120.600639,1,30.0,46.0,43.36,44.51,ramp_down,0,,2,1,120561
605,120.805358,1,30.0,46.0,42.62,43.908,ramp_down,0,,2,1,120807
606,121.005345,1,30.0,46.0,42.02,43.296,ramp_down,0,,2,1,121005
607,121.205348,1,30.0,46.0,41.43,42.676,ramp_down,0,,2,1,121203
608,121.405351,1,30.0,46.0,40.84,42.054,ramp_down,0,,2,1,121402
609,121.605349,1,30.0,46.0,40.29,41.44,ramp_down,0,,2,1,121584
610,121.805346,1,30.0,46.0,39.69,40.854,ramp_down,0,,2,1,121782
611,122.003055,1,30.0,46.0,39.1,40.27,ramp_down,0,,2,1,121978
612,122.205344,1,30.0,46.0,38.56,39.696,ramp_down,0,,2,1,122160
613,122.405347,1,30.0,46.0,37.81,39.09,ramp_down,0,,2,1,122408
614,122.601616,1,30.0,46.0,37.27,38.486,ramp_down,0,,2,1,122588
615,122.800503,1,30.0,46.0,36.78,37.904,ramp_down,0,,2,1,122754
616,123.005392,1,30.0,46.0,36.08,37.3,ramp_down,0,,2,1,122987
617,123.205361,1,30.0,46.0,35.53,36.694,ramp_down,0,,2,1,123169
618,123.405349,1,30.0,46.0,35.0,36.132,ramp_down,0,,2,1,123351
619,123.605343,1,30.0,46.0,35.0,35.678,ramp_down,0,,2,1,123599
620,123.805356,1,30.0,46.0,35.0,35.322,ramp_down,0,,2,1,123798
621,124.005346,1,30.0,46.0,35.0,35.106,ramp_down,0,,2,1,123979
622,124.20536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,124208
623,124.405365,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,124401
624,124.605372,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,124598
625,124.805347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,124763
626,125.001563,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,124958
627,125.205353,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,125204
628,125.400954,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,125398
629,125.60536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,125593
630,125.803095,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,125786
631,126.000961,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,125967
632,126.205096,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,126162
633,126.405347,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,126378
634,126.603194,1,30.0,46.0,0.0,28.0,ramp_down,0,,1,1,126550
635,126.805358,1,30.0,46.0,32.72,27.544,ramp_down,0,,1,1,126778
636,127.005348,1,30.0,46.0,32.0,26.944,ramp_down,0,,1,1,126970
637,127.205356,1,30.0,46.0,32.0,26.344,ramp_down,0,,1,1,127167
638,127.405351,1,30.0,46.0,32.0,25.744,ramp_down,0,,1,1,127364
639,127.604964,1,30.0,46.0,32.0,32.144,ramp_down,0,,1,1,127556
640,127.805356,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,127747
641,128.00466,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,128005
642,128.205365,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,128202
643,128.405345,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,128383
644,128.605348,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,128564
645,128.805354,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,128809
646,129.005362,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,128992
647,129.203457,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,129188
648,129.40057,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,129383
649,129.605392,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,129578
650,129.802175,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,129776
651,130.00161,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,129973
652,130.201365,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,130168
653,130.403747,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,130366
654,130.605353,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,130561
655,130.803986,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,130793
656,131.00253,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,130989
657,131.205353,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,131187
658,131.40538,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,131378
659,131.604172,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,131558
660,131.805364,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,131802
661,132.003987,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,131983
662,132.202096,1,30.0,46.0,32.0,32.0,ramp_down,0,,1,1,132179
