sample_n,time_s,trial_n,baseline,target_temp,raw_temperature,smoothed_temperature,phase,transitioned,event,system_state,test_state,test_time_ms
135,26.805439,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26812
136,27.00545,1,30.0,46.0,46.0,46.0,hold,0,,2,1,26995
137,27.205439,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27177
138,27.402066,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27383
139,27.603681,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27571
140,27.805211,1,30.0,46.0,46.0,46.0,hold,0,,2,1,27753
141,28.005446,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28015
142,28.20433,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28197
143,28.405109,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28395
144,28.605111,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28591
145,28.80544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28787
146,29.000659,1,30.0,46.0,46.0,46.0,hold,0,,2,1,28967
147,29.205575,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29215
148,29.400511,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29410
149,29.60544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29608
150,29.803505,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29807
151,30.003602,1,30.0,46.0,46.0,46.0,hold,0,,2,1,29990
152,30.205443,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30172
153,30.404227,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30368
154,30.600516,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30566
155,30.805439,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30763
156,31.001769,1,30.0,46.0,46.0,46.0,hold,0,,2,1,30979
157,31.200869,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31210
158,31.40544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31389
159,31.605445,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31585
160,31.805467,1,30.0,46.0,46.0,46.0,hold,0,,2,1,31764
161,32.005438,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32011
162,32.205451,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32208
163,32.405458,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32392
164,32.605435,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32574
165,32.805435,1,30.0,46.0,46.0,46.0,hold,0,,2,1,32769
166,33.005465,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33015
167,33.205452,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33212
168,33.401683,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33395
169,33.60544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33573
170,33.802374,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33770
171,34.004838,1,30.0,46.0,46.0,46.0,hold,0,,2,1,33966
172,34.205443,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34215
173,34.405449,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34413
174,34.603273,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34596
175,34.802089,1,30.0,46.0,46.0,46.0,hold,0,,2,1,34778
176,35.005457,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35011
177,35.205437,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35193
178,35.405436,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35410
179,35.600939,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35577
180,35.805441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,35807
181,36.005438,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36000
182,36.205451,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36194
183,36.40544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36377
184,36.605449,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36607
185,36.805444,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36789
186,37.005499,1,30.0,46.0,46.0,46.0,hold,0,,2,1,36970
187,37.205454,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37152
188,37.401009,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37398
189,37.605441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37575
190,37.805444,1,30.0,46.0,46.0,46.0,hold,0,,2,1,37755
191,38.005438,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38000
192,38.205447,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38197
193,38.405437,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38377
194,38.605456,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38610
195,38.805459,1,30.0,46.0,46.0,46.0,hold,0,,2,1,38808
196,39.005434,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39001
197,39.205441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39198
198,39.403012,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39380
199,39.605502,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39560
200,39.80546,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39807
201,40.005466,1,30.0,46.0,46.0,46.0,hold,0,,2,1,39988
202,40.201706,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40167
203,40.405436,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40411
204,40.601637,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40604
205,40.800819,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40802
206,41.005437,1,30.0,46.0,46.0,46.0,hold,0,,2,1,40999
207,41.203546,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41195
208,41.405452,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41376
209,41.602096,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41573
210,41.805463,1,30.0,46.0,46.0,46.0,hold,0,,2,1,41758
211,42.005444,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42002
212,42.205441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42198
213,42.405458,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42394
214,42.605444,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42577
215,42.805464,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42775
216,43.00545,1,30.0,46.0,46.0,46.0,hold,0,,2,1,42955
217,43.205438,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43185
218,43.405437,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43430
219,43.605455,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43610
220,43.802275,1,30.0,46.0,46.0,46.0,hold,0,,2,1,43806
221,44.005433,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44000
222,44.205439,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44197
223,44.405452,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44363
224,44.605455,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44612
225,44.801239,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44794
226,45.005449,1,30.0,46.0,46.0,46.0,hold,0,,2,1,44973
227,45.205441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45170
228,45.40544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45367
229,45.605454,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45563
230,45.805437,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45760
231,46.004388,1,30.0,46.0,46.0,46.0,hold,0,,2,1,45954
232,46.205439,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46215
233,46.405441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46395
234,46.605452,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46593
235,46.804068,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46788
236,47.005442,1,30.0,46.0,46.0,46.0,hold,0,,2,1,46967
237,47.202622,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47212
238,47.40157,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47412
239,47.605122,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47605
240,47.80435,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47801
241,48.005136,1,30.0,46.0,46.0,46.0,hold,0,,2,1,47998
242,48.202053,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48180
243,48.400507,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48378
244,48.605505,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48573
245,48.801434,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48805
246,49.005444,1,30.0,46.0,46.0,46.0,hold,0,,2,1,48998
247,49.204326,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49181
248,49.405442,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49377
249,49.605443,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49609
250,49.804463,1,30.0,46.0,46.0,46.0,hold,0,,2,1,49806
251,50.005446,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50002
252,50.205455,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50200
253,50.404961,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50397
254,50.601713,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50594
255,50.802876,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50775
256,51.004314,1,30.0,46.0,46.0,46.0,hold,0,,2,1,50972
257,51.203446,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51166
258,51.405441,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51362
259,51.601907,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51596
260,51.80544,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51794
261,52.005459,1,30.0,46.0,46.0,46.0,hold,0,,2,1,51993
262,52.200611,1,30.0,46.0,46.0,46.0,hold,0,,2,1,52175
263,52.405437,1,30.0,46.0,46.0,46.0,hold,0,,2,1,52370
264,52.60459,1,30.0,46.0,45.51,45.902,hold,0,,2,1,52615
265,52.805443,1,30.0,46.0,44.96,45.694,hold,0,,2,1,52798
266,53.002731,1,30.0,46.0,44.42,45.378,hold,0,,2,1,52979
267,53.205437,1,30.0,46.0,43.82,44.942,ramp_down,1,ramp_down,2,1,53177
268,53.405484,1,30.0,46.0,43.28,44.398,ramp_down,0,,2,1,53357
269,53.605443,1,30.0,46.0,42.7,43.836,ramp_down,0,,2,1,53552
270,53.804806,1,30.0,46.0,42.01,43.246,ramp_down,0,,2,1,53781
271,54.000631,1,30.0,46.0,41.42,42.646,ramp_down,0,,2,1,53977
272,54.205443,1,30.0,46.0,40.72,42.026,ramp_down,0,,2,1,54211
273,54.405453,1,30.0,46.0,40.13,41.396,ramp_down,0,,2,1,54409
274,54.605446,1,30.0,46.0,39.54,40.764,ramp_down,0,,2,1,54604
275,54.805447,1,30.0,46.0,39.0,40.162,ramp_down,0,,2,1,54785
276,55.005437,1,30.0,46.0,38.45,39.568,ramp_down,0,,2,1,54968
277,55.205441,1,30.0,46.0,37.71,38.966,ramp_down,0,,2,1,55215
278,55.402127,1,30.0,46.0,37.17,38.374,ramp_down,0,,2,1,55411
279,55.605434,1,30.0,46.0,36.57,37.78,ramp_down,0,,2,1,55593
280,55.805448,1,30.0,46.0,36.03,37.186,ramp_down,0,,2,1,55776
281,56.000454,1,30.0,46.0,35.43,36.582,ramp_down,0,,2,1,55975
282,56.205437,1,30.0,46.0,35.0,36.04,ramp_down,0,,2,1,56158
283,56.405441,1,30.0,46.0,35.0,35.606,ramp_down,0,,2,1,56406
284,56.605443,1,30.0,46.0,35.0,35.292,ramp_down,0,,2,1,56604
285,56.802107,1,30.0,46.0,35.0,35.086,ramp_down,0,,2,1,56801
286,57.005441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,56999
287,57.202121,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57195
288,57.401392,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57394
289,57.60545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57589
290,57.803478,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57769
291,58.005437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,57952
292,58.205015,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58199
293,58.405473,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58381
294,58.605444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58580
295,58.805449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58812
296,59.004073,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58992
297,59.205442,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59188
298,59.405472,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59369
299,59.604801,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59614
300,59.804184,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59809
301,60.005444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60006
302,60.205448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60186
303,60.405439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60384
304,60.605445,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60629
305,60.804068,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60761
306,61.00545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60957
307,61.20545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61202
308,61.405448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61400
309,61.605459,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61582
310,61.801276,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61778
311,62.005435,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61959
312,62.20544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62203
313,62.401954,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62386
314,62.605454,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62567
315,62.805587,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62812
316,63.005448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62995
317,63.205442,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63173
318,63.40546,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63372
319,63.605435,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63616
320,63.80544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63813
321,64.005452,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63992
322,64.205463,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64191
323,64.405453,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64385
324,64.605439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64583
325,64.805455,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64764
326,65.002425,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65025
327,65.201596,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65209
328,65.405453,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65390
329,65.605437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65584
330,65.802727,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65767
331,66.005456,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65963
332,66.205548,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66195
333,66.405433,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66379
334,66.605437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66571
335,66.804162,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66814
336,67.005446,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66980
337,67.205439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67211
338,67.405441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67390
339,67.605448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67585
340,67.80546,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67780
341,68.001083,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68011
342,68.205448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68191
343,68.405465,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68385
344,68.605445,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68582
345,68.805433,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68760
346,69.005437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69021
347,69.205436,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69218
348,69.405439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69398
349,69.603483,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69582
350,69.800933,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69778
351,70.005451,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69959
352,70.205457,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70209
353,70.405449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70389
354,70.605447,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70569
